50

Dallas,Washington,89,1905,476.25,12/18/2022 17:42,9.5,1.67E+12
San Jose,Miami,90,4124,1031,12/19/2022 9:09,20.5,1.67E+12
San Jose,San Francisco,91,68,17,12/17/2022 17:42,0.5,1.67E+12
San Jose,Austin,92,2361,590.25,12/19/2022 21:24,11.5,1.67E+12
San Jose,Washington,93,3893,973.25,12/17/2022 4:27,19,1.67E+12
San Jose,Oakland,94,62,15.5,12/17/2022 20:05,0.25,1.67E+12
San Jose,Dallas,95,2335,583.75,12/18/2022 3:15,11.5,1.67E+12
San Jose,Fresno,96,199,49.75,12/17/2022 11:42,0.5,1.67E+12
San Jose,Seattle,97,1144,286,12/17/2022 8:38,5.5,1.67E+12
San Jose,Arlington,98,2309,577.25,12/19/2022 12:45,11.5,1.67E+12
Austin,Chicago,99,1579,394.75,12/19/2022 13:41,7.5,1.67E+12
Austin,San Antonio,100,119,29.75,12/17/2022 12:41,0.5,1.67E+12
Austin,Seattle,101,2852,713,12/18/2022 17:38,14,1.67E+12
Austin,Washington,102,2121,530.25,12/17/2022 0:23,10.5,1.67E+12
Austin,New York,103,2435,608.75,12/18/2022 8:39,12,1.67E+12
Austin,Colorado Springs,104,1153,288.25,12/17/2022 7:24,5.5,1.67E+12
Austin,Denver,105,1244,311,12/18/2022 23:06,6,1.67E+12
Austin,Oklahoma City,106,579,144.75,12/17/2022 3:42,2.5,1.67E+12
Austin,Bakersfield,107,2066,516.5,12/19/2022 2:05,10,1.67E+12
Austin,Wichita,108,827,206.75,12/17/2022 8:53,4,1.67E+12
Jacksonville,Dallas,109,1461,365.25,12/18/2022 21:52,7,1.67E+12
Jacksonville,San Jose,110,3773,943.25,12/18/2022 0:29,18.5,1.67E+12
Jacksonville,Boston,111,1639,409.75,12/19/2022 23:00,8,1.67E+12
Jacksonville,Oklahoma City,112,1587,396.75,12/18/2022 22:33,7.5,1.67E+12
Jacksonville,Detroit,113,1342,335.5,12/17/2022 12:25,6.5,1.67E+12
Jacksonville,Sacramento,114,3740,935,12/17/2022 0:59,18.5,1.67E+12
Jacksonville,Colorado Springs,115,2317,579.25,12/18/2022 16:12,11.5,1.67E+12
Jacksonville,San Antonio,116,1627,406.75,12/18/2022 9:00,8,1.67E+12
Jacksonville,Portland,117,3926,981.5,12/18/2022 9:25,19.5,1.67E+12
Jacksonville,Washington,118,1043,260.75,12/19/2022 5:39,5,1.67E+12
Fort Worth,Philadelphia,119,2137,534.25,12/18/2022 20:42,10.5,1.67E+12
Fort Worth,Baltimore,120,1998,499.5,12/17/2022 16:03,9.5,1.67E+12
Fort Worth,Miami,121,1833,458.25,12/19/2022 10:23,9,1.67E+12
Fort Worth,Mesa,122,1355,338.75,12/17/2022 8:38,6.5,1.67E+12
Fort Worth,Portland,123,2596,649,12/19/2022 12:27,12.5,1.67E+12
Fort Worth,Las Vegas,124,1678,419.5,12/19/2022 6:46,8,1.67E+12
Fort Worth,Virginia Beach,125,2001,500.25,12/19/2022 23:47,10,1.67E+12
Fort Worth,Detroit,126,1649,412.25,12/18/2022 3:27,8,1.67E+12
Fort Worth,Seattle,127,2677,669.25,12/18/2022 6:24,13,1.67E+12
Fort Worth,Chicago,128,1331,332.75,12/17/2022 13:17,6.5,1.67E+12
Columbus,Raleigh,129,604,151,12/19/2022 12:23,3,1.67E+12
Columbus,Las Vegas,130,2834,708.5,12/19/2022 4:00,14,1.67E+12
Columbus,Memphis,131,821,205.25,12/19/2022 5:09,4,1.67E+12
Columbus,San Diego,132,3147,786.75,12/19/2022 13:33,15.5,1.67E+12
Columbus,Dallas,133,1471,367.75,12/17/2022 6:05,7,1.67E+12
Columbus,Detroit,134,264,66,12/18/2022 1:00,1,1.67E+12
Columbus,Kansas City,135,998,249.5,12/18/2022 5:10,4.5,1.67E+12
Columbus,Charlotte,136,560,140,12/18/2022 5:26,2.5,1.67E+12
Columbus,Arlington,137,1497,374.25,12/18/2022 12:25,7,1.67E+12
Columbus,Chicago,138,444,111,12/18/2022 22:01,2,1.67E+12
Indianapolis,Fresno,139,2941,735.25,12/17/2022 20:28,14.5,1.67E+12
Indianapolis,Columbus,140,271,67.75,12/18/2022 15:34,1,1.67E+12
Indianapolis,Long Beach,141,2918,729.5,12/17/2022 21:01,14.5,1.67E+12
Indianapolis,Milwaukee,142,392,98,12/18/2022 21:26,1.5,1.67E+12
Indianapolis,Oakland,143,3121,780.25,12/19/2022 15:17,15.5,1.67E+12
Indianapolis,Memphis,144,619,154.75,12/18/2022 4:45,3,1.67E+12
Indianapolis,Colorado Springs,145,1609,402.25,12/19/2022 3:18,8,1.67E+12
Indianapolis,Atlanta,146,689,172.25,12/19/2022 21:17,3,1.67E+12
Indianapolis,Boston,147,1298,324.5,12/19/2022 6:14,6,1.67E+12
Indianapolis,Chicago,148,266,66.5,12/19/2022 9:25,1,1.67E+12
Charlotte,Bakersfield,149,3447,861.75,12/18/2022 19:17,17,1.67E+12
Charlotte,Chicago,150,947,236.75,12/17/2022 16:02,4.5,1.67E+12
Charlotte,Wichita,151,1500,375,12/18/2022 17:02,7.5,1.67E+12
Charlotte,Colorado Springs,152,2162,540.5,12/18/2022 14:34,10.5,1.67E+12
Charlotte,Albuquerque,153,2343,585.75,12/17/2022 7:08,11.5,1.67E+12
Charlotte,Kansas City,154,1291,322.75,12/17/2022 12:36,6,1.67E+12
Charlotte,San Antonio,155,1779,444.75,12/18/2022 12:22,8.5,1.67E+12
Charlotte,Phoenix,156,2867,716.75,12/19/2022 20:23,14,1.67E+12
Charlotte,Indianapolis,157,690,172.5,12/18/2022 9:16,3,1.67E+12
Charlotte,Denver,158,2185,546.25,12/18/2022 3:22,10.5,1.67E+12
San Francisco,Las Vegas,159,672,168,12/19/2022 22:41,3,1.67E+12
San Francisco,Philadelphia,160,4056,1014,12/19/2022 20:45,20,1.67E+12
San Francisco,Colorado Springs,161,1540,385,12/19/2022 23:58,7.5,1.67E+12
San Francisco,Portland,162,863,215.75,12/19/2022 2:00,4,1.67E+12
San Francisco,El Paso,163,1601,400.25,12/19/2022 15:09,8,1.67E+12
San Francisco,Tulsa,164,2350,587.5,12/17/2022 3:12,11.5,1.67E+12
San Francisco,Phoenix,165,1052,263,12/17/2022 17:53,5,1.67E+12
San Francisco,Detroit,166,3364,841,12/17/2022 17:54,16.5,1.67E+12
San Francisco,Fort Worth,167,2343,585.75,12/18/2022 22:39,11.5,1.67E+12
San Francisco,San Antonio,168,2397,599.25,12/17/2022 18:28,11.5,1.67E+12
Seattle,San Antonio,169,2878,719.5,12/17/2022 2:14,14,1.67E+12
Seattle,Washington,170,3742,935.5,12/18/2022 6:07,18.5,1.67E+12
Seattle,Sacramento,171,1007,251.75,12/19/2022 5:46,5,1.67E+12
Seattle,Atlanta,172,3511,877.75,12/19/2022 16:56,17.5,1.67E+12
Seattle,Phoenix,173,1796,449,12/17/2022 5:41,8.5,1.67E+12
Seattle,Miami,174,4402,1100.5,12/18/2022 5:28,22,1.67E+12
Seattle,Omaha,175,2198,549.5,12/18/2022 16:24,10.5,1.67E+12
Seattle,Jacksonville,176,3951,987.75,12/18/2022 22:55,19.5,1.67E+12
Seattle,Tulsa,177,2511,627.75,12/19/2022 21:05,12.5,1.67E+12
Seattle,Milwaukee,178,2720,680,12/19/2022 23:35,13.5,1.67E+12
Denver,San Jose,179,1493,373.25,12/17/2022 8:05,7,1.67E+12
Denver,Bakersfield,180,1329,332.25,12/17/2022 3:23,6.5,1.67E+12
Denver,El Paso,181,899,224.75,12/19/2022 20:34,4,1.67E+12
Denver,Wichita,182,703,175.75,12/19/2022 7:02,3.5,1.67E+12
Denver,Mesa,183,932,233,12/19/2022 2:59,4.5,1.67E+12
Denver,Tulsa,184,885,221.25,12/19/2022 5:27,4,1.67E+12
Denver,Los Angeles,185,1337,334.25,12/18/2022 5:06,6.5,1.67E+12
Denver,Virginia Beach,186,2544,636,12/18/2022 23:41,12.5,1.67E+12
Denver,Detroit,187,1860,465,12/18/2022 17:37,9,1.67E+12
Denver,Baltimore,188,2428,607,12/18/2022 18:37,12,1.67E+12
Washington,Albuquerque,189,2656,664,12/17/2022 13:39,13,1.67E+12
Washington,Jacksonville,190,1043,260.75,12/17/2022 20:10,5,1.67E+12
Washington,New York,191,329,82.25,12/17/2022 13:04,1.5,1.67E+12
Washington,Los Angeles,192,3697,924.25,12/19/2022 3:27,18,1.67E+12
Washington,Colorado Springs,193,2400,600,12/18/2022 0:59,5,1.67E+12
Washington,Miami,194,1492,373,12/19/2022 19:32,7,1.67E+12
Washington,Charlotte,195,530,132.5,12/18/2022 8:22,2.5,1.67E+12
Washington,Nashville-Davidson,196,912,228,12/17/2022 12:19,4.5,1.67E+12
Washington,Raleigh,197,376,94,12/19/2022 1:25,1.5,1.67E+12
Washington,Indianapolis,198,791,197.75,12/19/2022 4:18,3.5,1.67E+12
Nashville-Davidson,Denver,199,1644,411,12/18/2022 16:14,8,1.67E+12
Nashville-Davidson,Fresno,200,2941,735.25,12/17/2022 17:21,14.5,1.67E+12
Nashville-Davidson,Arlington,201,1021,255.25,12/17/2022 14:38,5,1.67E+12
Nashville-Davidson,Chicago,202,641,160.25,12/17/2022 7:48,3,1.67E+12
Nashville-Davidson,Indianapolis,203,405,101.25,12/19/2022 2:20,2,1.67E+12
Nashville-Davidson,Atlanta,204,346,86.5,12/18/2022 3:25,1.5,1.67E+12
Nashville-Davidson,Philadelphia,205,1101,275.25,12/17/2022 14:52,5.5,1.67E+12
Nashville-Davidson,Columbus,206,537,134.25,12/19/2022 5:20,2.5,1.67E+12
Nashville-Davidson,Kansas City,207,761,190.25,12/17/2022 19:34,3.5,1.67E+12
Oklahoma City,Baltimore,208,1893,473.25,12/19/2022 13:46,9,1.67E+12
Oklahoma City,Virginia Beach,209,1938,484.5,12/17/2022 22:58,9.5,1.67E+12
Oklahoma City,Detroit,210,1466,366.5,12/17/2022 10:06,7,1.67E+12
Oklahoma City,Austin,211,579,144.75,12/17/2022 20:10,2.5,1.67E+12
Oklahoma City,Charlotte,212,1513,378.25,12/18/2022 17:17,7.5,1.67E+12
Oklahoma City,Seattle,213,2454,613.5,12/17/2022 14:13,12,1.67E+12
Oklahoma City,Philadelphia,214,2025,506.25,12/19/2022 13:43,10,1.67E+12
Oklahoma City,Atlanta,215,1217,304.25,12/19/2022 1:00,6,1.67E+12
Oklahoma City,Omaha,216,658,164.5,12/17/2022 5:06,3,1.67E+12
Oklahoma City,Dallas,217,307,76.75,12/17/2022 12:04,1.5,1.67E+12
El Paso,Minneapolis,218,1866,466.5,12/17/2022 20:04,9,1.67E+12
El Paso,Tulsa,219,1085,271.25,12/18/2022 10:39,5,1.67E+12
El Paso,Baltimore,220,2820,705,12/17/2022 7:48,14,1.67E+12
El Paso,Detroit,221,2381,595.25,12/17/2022 7:08,11.5,1.67E+12
El Paso,Phoenix,222,557,139.25,12/17/2022 7:44,2.5,1.67E+12
El Paso,Wichita,223,1066,266.5,12/18/2022 23:49,5,1.67E+12
El Paso,Albuquerque,224,371,92.75,12/18/2022 16:21,1.5,1.67E+12
El Paso,Jacksonville,225,2369,592.25,12/19/2022 19:42,11.5,1.67E+12
El Paso,Atlanta,226,2077,519.25,12/17/2022 17:24,10,1.67E+12
El Paso,Washington,227,2777,694.25,12/18/2022 15:10,13.5,1.67E+12
Boston,Minneapolis,228,1806,451.5,12/19/2022 22:08,9,1.67E+12
Boston,El Paso,229,3333,833.25,12/17/2022 13:24,16.5,1.67E+12
Boston,Oakland,230,4327,1081.75,12/19/2022 19:33,21.5,1.67E+12
Boston,Sacramento,231,4230,1057.5,12/18/2022 23:45,21,1.67E+12
Boston,Houston,232,2585,646.25,12/19/2022 1:20,12.5,1.67E+12
Boston,New York,233,307,76.75,12/17/2022 4:35,1.5,1.67E+12
Boston,Tulsa,234,2249,562.25,12/18/2022 17:04,11,1.67E+12
Boston,Seattle,235,4006,1001.5,12/17/2022 4:21,20,1.67E+12
Boston,Colorado Springs,236,2862,715.5,12/19/2022 4:10,14,1.67E+12
Boston,Phoenix,237,3699,924.75,12/18/2022 20:26,18,1.67E+12
Portland,Omaha,238,2200,550,12/19/2022 12:02,11,1.67E+12
Portland,Oklahoma City,239,2393,598.25,12/19/2022 16:21,11.5,1.67E+12
Portland,Long Beach,240,1364,341,12/19/2022 2:12,6.5,1.67E+12
Portland,Tucson,241,1793,448.25,12/18/2022 2:01,8.5,1.67E+12
Portland,Wichita,242,2271,567.75,12/17/2022 23:20,11,1.67E+12
Portland,Fresno,243,1007,251.75,12/19/2022 4:02,5,1.67E+12
Portland,Atlanta,244,3495,873.75,12/17/2022 3:45,17,1.67E+12
Portland,Mesa,245,1636,409,12/18/2022 4:45,8,1.67E+12
Portland,Raleigh,246,3823,955.75,12/17/2022 7:54,19,1.67E+12
Portland,Charlotte,247,3682,920.5,12/19/2022 22:09,18,1.67E+12
Las Vegas,Memphis,248,2267,566.75,12/17/2022 5:20,11,1.67E+12
Las Vegas,Portland,249,1218,304.5,12/17/2022 8:43,6,1.67E+12
Las Vegas,Kansas City,250,1838,459.5,12/18/2022 3:03,9,1.67E+12
Las Vegas,Colorado Springs,251,958,239.5,12/19/2022 17:01,4.5,1.67E+12
Las Vegas,Tulsa,252,1719,429.75,12/17/2022 3:41,8.5,1.67E+12
Las Vegas,Albuquerque,253,777,194.25,12/19/2022 22:59,3.5,1.67E+12
Las Vegas,Raleigh,254,3270,817.5,12/19/2022 6:06,16,1.67E+12
Las Vegas,Oklahoma City,255,1591,397.75,12/17/2022 23:24,7.5,1.67E+12
Las Vegas,Charlotte,256,3087,771.75,12/17/2022 10:46,15,1.67E+12
Las Vegas,New York,257,3590,897.5,12/19/2022 22:56,17.5,1.67E+12
Detroit,Kansas City,258,1037,259.25,12/19/2022 2:33,5,1.67E+12
Detroit,Oakland,259,3350,837.5,12/19/2022 17:50,16.5,1.67E+12
Detroit,Raleigh,260,824,206,12/18/2022 0:04,4,1.67E+12
Detroit,Philadelphia,261,712,178,12/17/2022 2:25,3.5,1.67E+12
Detroit,San Francisco,262,3364,841,12/18/2022 9:03,16.5,1.67E+12
Detroit,Colorado Springs,263,1877,469.25,12/18/2022 20:05,9,1.67E+12
Detroit,Miami,264,1863,465.75,12/17/2022 20:30,9,1.67E+12
Detroit,Seattle,265,3116,779,12/18/2022 2:23,15.5,1.67E+12
Detroit,El Paso,266,2381,595.25,12/19/2022 13:16,11.5,1.67E+12
Detroit,Portland,267,3166,791.5,12/19/2022 13:26,15.5,1.67E+12
Memphis,San Francisco,268,2899,724.75,12/18/2022 5:03,14,1.67E+12
Memphis,Las Vegas,269,2267,566.75,12/19/2022 15:40,11,1.67E+12
Memphis,Seattle,270,3003,750.75,12/17/2022 15:57,15,1.67E+12
Memphis,Chicago,271,778,194.5,12/19/2022 12:21,3.5,1.67E+12
Memphis,Denver,272,1414,353.5,12/18/2022 15:06,7,1.67E+12
Memphis,New York,273,1536,384,12/17/2022 12:56,7.5,1.67E+12
Memphis,Los Angeles,274,2579,644.75,12/18/2022 1:01,12.5,1.67E+12
Memphis,Virginia Beach,275,1280,320,12/19/2022 21:34,6,1.67E+12
Memphis,Phoenix,276,2031,507.75,12/19/2022 23:54,10,1.67E+12
Memphis,Philadelphia,277,1416,354,12/19/2022 21:40,7,1.67E+12
Baltimore,Philadelphia,278,144,36,12/17/2022 21:33,0.5,1.67E+12
Baltimore,Seattle,279,3752,938,12/17/2022 3:20,18.5,1.67E+12
Baltimore,Mesa,280,3204,801,12/18/2022 3:37,16,1.67E+12
Baltimore,Memphis,281,1276,319,12/17/2022 3:47,6,1.67E+12
Baltimore,Albuquerque,282,2693,673.25,12/17/2022 0:22,13,1.67E+12
Baltimore,Washington,283,57,14.25,12/19/2022 11:29,0.25,1.67E+12
Baltimore,Oklahoma City,284,1893,473.25,12/17/2022 21:04,9,1.67E+12
Baltimore,El Paso,285,2820,705,12/18/2022 17:26,14,1.67E+12
Baltimore,Bakersfield,286,3746,936.5,12/18/2022 10:15,18.5,1.67E+12
Baltimore,Houston,287,2015,503.75,12/17/2022 9:35,10,1.67E+12
Milwaukee,Chicago,288,131,32.75,12/19/2022 19:36,0.5,1.67E+12
Milwaukee,San Jose,289,2938,734.5,12/18/2022 3:47,14.5,1.67E+12
Milwaukee,El Paso,290,2061,515.25,12/18/2022 17:14,10,1.67E+12
Milwaukee,Boston,291,1378,344.5,12/19/2022 9:05,6.5,1.67E+12
Milwaukee,Fort Worth,292,1413,353.25,12/19/2022 0:14,7,1.67E+12
Milwaukee,Kansas City,293,711,177.75,12/17/2022 6:05,3.5,1.67E+12
Milwaukee,Phoenix,294,2356,589,12/19/2022 10:30,11.5,1.67E+12
Milwaukee,Omaha,295,697,174.25,12/18/2022 0:40,3,1.67E+12
Milwaukee,Sacramento,296,2854,713.5,12/19/2022 7:13,14,1.67E+12
Milwaukee,Austin,297,1669,417.25,12/17/2022 16:12,8,1.67E+12
Albuquerque,Austin,298,992,248,12/19/2022 10:25,4.5,1.67E+12
Albuquerque,Indianapolis,299,1881,470.25,12/19/2022 15:17,9,1.67E+12
Albuquerque,Atlanta,300,2046,511.5,12/18/2022 8:26,10,1.67E+12
Albuquerque,Boston,301,3171,792.75,12/18/2022 14:46,15.5,1.67E+12
Albuquerque,Seattle,302,1907,476.75,12/18/2022 12:27,9.5,1.67E+12
Albuquerque,Fresno,303,1197,299.25,12/19/2022 1:23,5.5,1.67E+12
Albuquerque,Columbus,304,2151,537.75,12/18/2022 12:37,10.5,1.67E+12
Albuquerque,Virginia Beach,305,2759,689.75,12/17/2022 0:40,13.5,1.67E+12
Albuquerque,Washington,306,2656,664,12/17/2022 3:53,13,1.67E+12
Tucson,San Francisco,307,1216,304,12/19/2022 23:11,6,1.67E+12
Tucson,Los Angeles,308,712,178,12/18/2022 9:06,3.5,1.67E+12
Tucson,Minneapolis,309,2085,521.25,12/19/2022 13:07,10,1.67E+12
Tucson,Bakersfield,310,827,206.75,12/18/2022 13:02,4,1.67E+12
Tucson,Miami,311,3067,766.75,12/19/2022 0:28,15,1.67E+12
Tucson,New York,312,3411,852.75,12/18/2022 18:35,17,1.67E+12
Tucson,Fort Worth,313,1278,319.5,12/17/2022 2:35,6,1.67E+12
Tucson,Columbus,314,2644,661,12/19/2022 22:51,13,1.67E+12
Tucson,Houston,315,1509,377.25,12/17/2022 12:49,7.5,1.67E+12
Tucson,Dallas,316,1327,331.75,12/18/2022 2:57,6.5,1.67E+12
Fresno,San Antonio,317,2140,535,12/18/2022 4:59,10.5,1.67E+12
Fresno,Milwaukee,318,2793,698.25,12/18/2022 22:13,13.5,1.67E+12
Fresno,Atlanta,319,3217,804.25,12/19/2022 6:03,16,1.67E+12
Fresno,Los Angeles,320,331,82.75,12/19/2022 6:31,1.5,1.67E+12
Fresno,Detroit,321,3189,797.25,12/18/2022 20:21,15.5,1.67E+12
Fresno,Chicago,322,2810,702.5,12/17/2022 17:14,14,1.67E+12
Fresno,Wichita,323,1988,497,12/18/2022 12:23,9.5,1.67E+12
Fresno,Denver,324,1333,333.25,12/18/2022 8:43,6.5,1.67E+12
Fresno,San Jose,325,199,49.75,12/17/2022 15:52,0.5,1.67E+12
Fresno,Las Vegas,326,420,105,12/18/2022 22:53,2,1.67E+12
Sacramento,Minneapolis,327,2436,609,12/17/2022 1:00,12,1.67E+12
Sacramento,Atlanta,328,3356,839,12/17/2022 21:23,16.5,1.67E+12
Sacramento,Arlington,329,2293,573.25,12/19/2022 11:21,11,1.67E+12
Sacramento,Omaha,330,2190,547.5,12/19/2022 18:19,10.5,1.67E+12
Sacramento,Columbus,331,3296,824,12/17/2022 13:59,16,1.67E+12
Sacramento,Indianapolis,332,3033,758.25,12/18/2022 6:53,15,1.67E+12
Sacramento,Long Beach,333,613,153.25,12/18/2022 16:43,3,1.67E+12
Sacramento,Fresno,334,254,63.5,12/19/2022 16:58,1,1.67E+12
Sacramento,Wichita,335,2113,528.25,12/19/2022 0:15,10.5,1.67E+12
Sacramento,Chicago,336,2883,720.75,12/18/2022 18:05,14,1.67E+12
Kansas City,El Paso,337,1353,338.25,12/19/2022 4:47,6.5,1.67E+12
Kansas City,Fresno,338,2221,555.25,12/19/2022 6:19,11,1.67E+12
Kansas City,Omaha,339,268,67,12/18/2022 2:07,1,1.67E+12
Kansas City,Tulsa,340,351,87.75,12/18/2022 0:43,1.5,1.67E+12
Kansas City,Fort Worth,341,752,188,12/19/2022 6:48,3.5,1.67E+12
Kansas City,Columbus,342,998,249.5,12/18/2022 4:53,4.5,1.67E+12
Kansas City,Oklahoma City,343,481,120.25,12/19/2022 19:37,2,1.67E+12
