41,,,,,,,
,,,,,,,
source,destination,ID,distance (miles),cost,Start Date & Time,duration (ms),Mode
Memphis,Chicago,B_360,543.2286258,81.48429387,1.67E+12,34200000,BUS
Memphis,Denver,B_361,1442.681168,216.4021752,1.67E+12,143580000,BUS
Memphis,New York,B_362,1227.265513,184.0898269,1.67E+12,98700000,BUS
Memphis,Los Angeles,B_363,1916.714541,287.5071811,1.67E+12,150900000,BUS
Memphis,Philadelphia,B_364,1142.610549,171.3915823,1.67E+12,99300000,BUS
Baltimore,Philadelphia,B_365,106.1419728,15.92129593,1.67E+12,8400000,BUS
Baltimore,Mesa,B_366,2416.749804,362.5124706,1.67E+12,204660000,BUS
Baltimore,Memphis,B_367,1091.989939,163.7984908,1.67E+12,96600000,BUS
Baltimore,Oklahoma City,B_368,1506.223188,225.9334782,1.67E+12,128100000,BUS
Baltimore,El Paso,B_369,2086.340746,312.9511119,1.67E+12,177000000,BUS
Baltimore,Bakersfield,B_370,2887.959045,433.1938568,1.67E+12,247080000,BUS
Baltimore,Houston,B_371,1481.022866,222.1534298,1.67E+12,133500000,BUS
Milwaukee,Chicago,B_372,91.63109589,13.74466438,1.67E+12,6300000,BUS
Milwaukee,El Paso,B_373,1747.898603,262.1847905,1.67E+12,130500000,BUS
Milwaukee,Boston,B_374,1235.394909,185.3092364,1.67E+12,134400000,BUS
Milwaukee,Fort Worth,B_375,1143.153627,171.4730441,1.67E+12,87992000,BUS
Milwaukee,Kansas City,B_376,813.8649007,122.0797351,1.67E+12,79500000,BUS
Milwaukee,Omaha,B_377,824.7879815,123.7181972,1.67E+12,85500000,BUS
Milwaukee,Sacramento,B_378,2946.634488,441.9951731,1.67E+12,227100000,BUS
Milwaukee,Austin,B_379,2622.91511,393.4372664,1.67E+12,222679000,BUS
Tucson,San Francisco,B_380,909.9456343,136.4918452,1.67E+12,78000000,BUS
Tucson,Los Angeles,B_381,503.2589362,75.48884043,1.67E+12,38100000,BUS
Tucson,Bakersfield,B_382,615.101988,92.2652982,1.67E+12,51480000,BUS
Tucson,New York,B_383,2620.496734,393.07451,1.67E+12,214800000,BUS
Tucson,Fort Worth,B_384,916.7763657,137.5164549,1.67E+12,68592000,BUS
Tucson,Columbus,B_385,2036.550909,305.4826363,1.67E+12,160500000,BUS
Tucson,Houston,B_386,1188.788977,178.3183466,1.67E+12,86400000,BUS
Fresno,San Antonio,B_387,1957.472129,293.6208193,1.67E+12,152400000,BUS
Fresno,Milwaukee,B_388,2559.625366,383.943805,1.67E+12,215400000,BUS
Fresno,Atlanta,B_389,2493.623339,374.0435008,1.67E+12,203700000,BUS
Fresno,Los Angeles,B_390,235.3821699,35.30732548,1.67E+12,19500000,BUS
Fresno,Detroit,B_391,3136.758479,470.5137719,1.67E+12,242100000,BUS
Fresno,Chicago,B_392,2467.569253,370.1353879,1.67E+12,206400000,BUS
Fresno,Wichita,B_393,1793.324552,268.9986827,1.67E+12,152400000,BUS
Fresno,Denver,B_394,3375.049287,506.257393,1.67E+12,308580000,BUS
Fresno,Las Vegas,B_395,509.7547486,76.4632123,1.67E+12,42149000,BUS
Sacramento,Atlanta,B_396,2691.18452,403.677678,1.67E+12,221700000,BUS
Sacramento,Arlington,B_397,3535.855131,530.3782696,1.67E+12,319620000,BUS
Sacramento,Omaha,B_398,2399.247647,359.8871471,1.67E+12,222000000,BUS
Sacramento,Columbus,B_399,2758.271461,413.7407192,1.67E+12,238800000,BUS
Sacramento,Indianapolis,B_400,2574.161098,386.1241647,1.67E+12,217800000,BUS
Sacramento,Long Beach,B_401,3617.405725,542.6108587,1.67E+12,337319000,BUS
Sacramento,Fresno,B_402,176.0300547,26.40450821,1.67E+12,15600000,BUS
Sacramento,Wichita,B_403,1969.334101,295.4001152,1.67E+12,168900000,BUS
Sacramento,Chicago,B_404,2643.578802,396.5368203,1.67E+12,222900000,BUS
Kansas City,El Paso,B_405,1210.776812,181.6165217,1.67E+12,100200000,BUS
Kansas City,Fresno,B_406,1859.15943,278.8739146,1.67E+12,147000000,BUS
Kansas City,Omaha,B_407,215.6753886,32.35130829,1.67E+12,15300000,BUS
Kansas City,Tulsa,B_408,269.8415414,40.47623121,1.67E+12,35100000,BUS
Kansas City,Fort Worth,B_409,613.6218823,92.04328234,1.67E+12,55992000,BUS
Kansas City,Columbus,B_410,675.7540113,101.3631017,1.67E+12,51000000,BUS
Kansas City,Oklahoma City,B_411,369.2459885,55.38689828,1.67E+12,24900000,BUS
Kansas City,San Antonio,B_412,846.4719653,126.9707948,1.67E+12,71700000,BUS
Mesa,Wichita,B_413,1200.529161,180.0793742,1.67E+12,96164000,BUS
Mesa,Baltimore,B_414,2394.84834,359.2272511,1.67E+12,213900000,BUS
Mesa,Jacksonville,B_415,2435.195824,365.2793735,1.67E+12,198463000,BUS
Mesa,Boston,B_416,2748.492325,412.2738487,1.67E+12,231960000,BUS
Mesa,Long Beach,B_417,2794.963419,419.2445128,1.67E+12,287039000,BUS
Mesa,Oklahoma City,B_418,1043.434145,156.5151217,1.67E+12,79800000,BUS
Mesa,Colorado Springs,B_419,872.6683453,130.9002518,1.67E+12,72021000,BUS
Mesa,Oakland,B_420,2785.42351,417.8135265,1.67E+12,240272000,BUS
Atlanta,Tulsa,B_421,908.0970556,136.2145583,1.67E+12,77100000,BUS
Atlanta,Columbus,B_422,587.662866,88.1494299,1.67E+12,65100000,BUS
Atlanta,Minneapolis,B_423,1148.683829,172.3025743,1.67E+12,101400000,BUS
Atlanta,San Antonio,B_424,1091.228759,163.6843139,1.67E+12,83700000,BUS
Atlanta,Fort Worth,B_425,865.8146232,129.8721935,1.67E+12,73092000,BUS
Atlanta,Arlington,B_426,1046.851685,157.0277528,1.67E+12,85071000,BUS
Omaha,Kansas City,B_427,212.976153,31.94642295,1.67E+12,14700000,BUS
Omaha,Houston,B_428,1008.862927,151.329439,1.67E+12,79800000,BUS
Omaha,Denver,B_429,1699.664058,254.9496087,1.67E+12,164520000,BUS
Omaha,Fort Worth,B_430,828.0470724,124.2070609,1.67E+12,72092000,BUS
Omaha,Las Vegas,B_431,1315.32124,197.2981859,1.67E+12,165186000,BUS
Omaha,Long Beach,B_432,1718.412685,257.7619028,1.67E+12,194339000,BUS
Omaha,Chicago,B_433,952.2311736,142.834676,1.67E+12,83400000,BUS
Omaha,Portland,B_434,1770.143685,265.5215528,1.67E+12,188607000,BUS
Omaha,New York,B_435,1459.425874,218.9138811,1.67E+12,138300000,BUS
Colorado Springs,Boston,B_436,2140.460917,321.0691376,1.67E+12,180781000,BUS
Colorado Springs,Atlanta,B_437,1470.276254,220.5414381,1.67E+12,122581000,BUS
Colorado Springs,Chicago,B_438,1474.814127,221.222119,1.67E+12,118934000,BUS
Colorado Springs,Virginia Beach,B_439,2087.9967,313.1995049,1.67E+12,194041000,BUS
Colorado Springs,Fort Worth,B_440,827.7488143,124.1623222,1.67E+12,70526000,BUS
Raleigh,San Francisco,B_441,3825.502873,573.8254309,1.67E+12,313074000,BUS
Raleigh,Philadelphia,B_442,340.1956515,51.02934773,1.67E+12,35356000,BUS
Raleigh,El Paso,B_443,2658.66134,398.7992011,1.67E+12,221400000,BUS
Raleigh,Kansas City,B_444,1537.802505,230.6703757,1.67E+12,132300000,BUS
Raleigh,Memphis,B_445,1466.687215,220.0030823,1.67E+12,122700000,BUS
Raleigh,Los Angeles,B_446,3178.89054,476.833581,1.67E+12,273000000,BUS
Raleigh,Mesa,B_447,2808.728651,421.3092976,1.67E+12,247920000,BUS
Long Beach,San Francisco,B_448,3800.596459,570.0894688,1.67E+12,323815000,BUS
Long Beach,Milwaukee,B_449,1348.984635,202.3476952,1.67E+12,129191000,BUS
Long Beach,Los Angeles,B_450,3403.053235,510.4579853,1.67E+12,281815000,BUS
Long Beach,Portland,B_451,142.2548126,21.33822189,1.67E+12,20754000,BUS
Long Beach,Omaha,B_452,1808.503402,271.2755104,1.67E+12,202315000,BUS
Virginia Beach,Omaha,B_453,1617.786623,242.6679934,1.67E+12,202320000,BUS
Virginia Beach,Houston,B_454,1582.53376,237.3800641,1.67E+12,136260000,BUS
Virginia Beach,NashvilleDavidson,B_455,951.1630369,142.6744555,1.67E+12,93060000,BUS
Virginia Beach,Portland,B_456,780.145582,117.0218373,1.67E+12,71983000,BUS
Virginia Beach,Raleigh,B_457,714.1000584,107.1150088,1.67E+12,70260000,BUS
Virginia Beach,Atlanta,B_458,743.6878814,111.5531822,1.67E+12,69278000,BUS
Oakland,Indianapolis,B_459,1016.499576,152.4749364,1.67E+12,89971000,BUS
Oakland,Minneapolis,B_460,1542.076916,231.3115374,1.67E+12,130171000,BUS
Oakland,Baltimore,B_461,352.0489247,52.80733871,1.67E+12,39491000,BUS
Oakland,San Diego,B_462,3316.297416,497.4446124,1.67E+12,292771000,BUS
Oakland,Oklahoma City,B_463,1879.650382,281.9475573,1.67E+12,163171000,BUS
Oakland,Raleigh,B_464,104.8165885,15.72248828,1.67E+12,20311000,BUS
Oakland,Atlanta,B_465,1021.485457,153.2228186,1.67E+12,94928000,BUS
Oakland,Wichita,B_466,1721.771195,258.2656793,1.67E+12,152371000,BUS
Minneapolis,Oakland,B_467,1529.87816,229.4817241,1.67E+12,132332000,BUS
Minneapolis,Wichita,B_468,672.1537877,100.8230682,1.67E+12,57840000,BUS
Minneapolis,Boston,B_469,1526.544505,228.9816758,1.67E+12,123900000,BUS
Minneapolis,Long Beach,B_470,1569.096613,235.3644919,1.67E+12,135493000,BUS
Minneapolis,Philadelphia,B_471,1269.298775,190.3948163,1.67E+12,106800000,BUS
Minneapolis,Omaha,B_472,517.2652599,77.58978899,1.67E+12,43500000,BUS
Minneapolis,Kansas City,B_473,460.8907546,69.13361319,1.67E+12,34440000,BUS
Minneapolis,Jacksonville,B_474,1547.083302,232.0624953,1.67E+12,121903000,BUS
Minneapolis,Oklahoma City,B_475,830.5188863,124.5778329,1.67E+12,69840000,BUS
Tulsa,Milwaukee,B_476,846.8758565,127.0313785,1.67E+12,77641000,BUS
Tulsa,Austin,B_477,1576.507704,236.4761557,1.67E+12,148279000,BUS
Tulsa,Indianapolis,B_478,662.0739074,99.3110861,1.67E+12,53700000,BUS
Tulsa,Baltimore,B_479,1247.666365,187.1499548,1.67E+12,124200000,BUS
Tulsa,Denver,B_480,1628.829628,244.3244442,1.67E+12,150120000,BUS
Tulsa,Long Beach,B_481,1647.781444,247.1672165,1.67E+12,197339000,BUS
Tulsa,Fresno,B_482,1724.520762,258.6781143,1.67E+12,137100000,BUS
Bakersfield,San Francisco,B_483,413.4838755,62.02258132,1.67E+12,49680000,BUS
Bakersfield,New York,B_484,2853.71094,428.056641,1.67E+12,245700000,BUS
Bakersfield,Colorado Springs,B_485,1076.96581,161.5448714,1.67E+12,102626000,BUS
Bakersfield,Wichita,B_486,1686.540081,252.9810122,1.67E+12,142800000,BUS
Bakersfield,Los Angeles,B_487,101.0001278,15.15001917,1.67E+12,9000000,BUS
Bakersfield,San Antonio,B_488,1459.473719,218.9210579,1.67E+12,109500000,BUS
Bakersfield,Tulsa,B_489,1648.170422,247.2255633,1.67E+12,141900000,BUS
Bakersfield,Atlanta,B_490,2408.537765,361.2806647,1.67E+12,182100000,BUS
Wichita,Sacramento,B_491,1941.243782,291.1865673,1.67E+12,176259000,BUS
Wichita,Las Vegas,B_492,1447.042571,217.0563857,1.67E+12,134983000,BUS
Wichita,Austin,B_493,1612.813791,241.9220686,1.67E+12,141744000,BUS
Wichita,Boston,B_494,1664.910157,249.7365235,1.67E+12,143100000,BUS
Wichita,Bakersfield,B_495,1646.399515,246.9599272,1.67E+12,139839000,BUS
Wichita,San Francisco,B_496,1901.099487,285.1649231,1.67E+12,169374000,BUS
Wichita,Virginia Beach,B_497,1612.445939,241.8668908,1.67E+12,156360000,BUS
Arlington,Portland,B_498,112.5271812,16.87907719,1.67E+12,31227000,BUS
Arlington,Fresno,B_499,3386.025184,507.9037776,1.67E+12,294180000,BUS
Arlington,Minneapolis,B_500,1620.103715,243.0155573,1.67E+12,128820000,BUS
Arlington,Columbus,B_501,857.8741232,128.6811185,1.67E+12,88620000,BUS
Arlington,Baltimore,B_502,382.8005755,57.42008633,1.67E+12,32280000,BUS
Arlington,Wichita,B_503,1724.642551,258.6963826,1.67E+12,140820000,BUS
